time,temperature,humidity,pm2.5,delta_score,delta_temp,delta_humidity
78,47,59,10,2.5420297350259196,1,2
79,47,59,10,1.8502327027456362,0,0
80,47,64,10,-2.4835925040791,0,5
81,45,64,10,2.138991530103878,-2,0
82,44,66,10,-1.2161563820184638,-1,2
83,44,69,10,1.5602089958503171,0,3
84,44,68,10,-1.6799242627080544,0,-1
85,45,65,10,0.17732638756817373,1,-3
86,46,63,10,0.21520600759994624,1,-2
87,45,60,10,0.5994644955823751,-1,-3
88,47,57,10,-0.9386083003721298,2,-3
89,45,62,10,1.4621717427772243,-2,5
90,47,60,10,-0.6407206573163242,2,-2
91,47,57,10,1.1183894459249486,0,-3
92,47,54,10,-0.9093354212254403,0,-3
93,47,51,10,-1.081528462783699,0,-3
94,48,52,10,0.22625812058120923,1,1
95,49,51,10,0.2723397805001449,1,-1
96,48,50,10,0.4987268255804779,-1,-1
97,46,46,10,-0.20584877168462679,-2,-4
98,47,48,10,-0.8724800598578607,1,2
99,46,47,10,-1.4503876357903418,-1,-1
100,44,47,10,1.352230589226269,-2,0
101,46,46,10,-0.6247927297398816,2,-1
102,47,41,10,-0.28680108533278614,1,-5
103,49,39,10,2.118476935933428,2,-2
104,51,41,10,0.7956325608689472,2,2
105,51,44,10,-0.859499583671489,0,3
106,53,40,10,1.433039299610047,2,-4
107,55,40,10,-1.2101821314088115,2,0
108,56,39,10,-0.622656692682818,1,-1
109,57,39,10,0.012296987830418882,1,0
110,57,34,10,-1.071488824610952,0,-5
111,59,35,10,1.546576384245327,2,1
112,60,38,10,0.022306248584202715,1,3
113,61,36,10,0.16560483525764935,1,-2
114,59,35,10,-0.05525910307625259,-2,-1
115,60,39,10,1.649209885221754,1,4
116,59,41,10,-2.5911793423125236,-1,2
117,58,38,10,0.07710220733706757,-1,-3
118,58,41,10,-0.5933388890194404,0,3
119,56,44,10,2.713873958720323,-2,3
120,55,49,10,-1.0891857045101188,-1,5
121,55,49,10,-1.8184732246208888,0,0
122,54,49,10,2.9939561034407935,-1,0
123,55,44,10,-3.941153646575297,1,-5
124,54,47,10,0.6452179381937971,-1,3
125,53,50,10,1.4824700369599026,-1,3
126,54,50,10,2.2667854350762853,1,0
127,55,47,10,-1.635272009524047,1,-3
128,54,50,10,-0.0863418854689364,-1,3
129,53,52,10,-0.49178829521196454,-1,2
130,52,47,10,-0.6326426838656409,-1,-5
131,54,49,10,2.679788033369727,2,2
132,52,45,10,-1.277903854964674,-2,-4
133,53,50,10,-1.3274979240604112,1,5
134,51,49,10,0.6043948149726166,-2,-1
135,52,50,10,0.6321447912190016,1,1
136,50,46,10,-0.36319725296211236,-2,-4
137,52,51,10,0.6354180620376597,2,5
138,52,52,10,-2.7944554005772373,0,1
139,53,49,10,2.3465754301795956,1,-3
140,54,50,10,-2.414096782463373,1,1
141,52,53,10,1.7680365773460445,-2,3
142,51,49,10,-0.052083410387795404,-1,-4
143,50,53,10,1.3750354119720178,-1,4
144,49,52,10,-2.348903234242726,-1,-1
145,49,48,10,-1.6597191448727897,0,-4
146,50,52,10,1.885672312524602,1,4
147,51,55,10,1.288800836314951,1,3
148,51,55,10,-2.525764537745184,0,0
149,52,51,10,2.1801016550233268,1,-4
150,54,50,10,0.0008860378436787997,2,-1
151,53,54,10,-2.168552743225108,-1,4
152,54,51,10,4.74876200675668,1,-3
153,53,46,10,-4.083396958615559,-1,-5
154,55,43,10,2.6993755149033283,2,-3
155,57,46,10,-1.328871791981226,2,3
156,59,41,10,0.7675886092222821,2,-5
157,57,39,10,-3.1631230087739155,-2,-2
158,56,42,10,0.2568362002148561,-1,3
159,57,42,10,1.152363707329223,1,0
160,58,38,10,2.625801383782191,1,-4
161,57,43,10,-1.6326993714203475,-1,5
162,56,45,10,-0.4236957192969656,-1,2
163,58,40,10,0.3859639919798219,2,-5
164,59,45,10,1.1438759521421278,1,5
165,60,49,10,-2.8820122462262576,1,4
166,60,53,10,0.8375376996016168,0,4
167,62,54,10,-1.1347090345818742,2,1
168,64,54,10,2.5056681555084137,2,0
169,63,59,10,-1.8004354284109985,-1,5
170,65,61,10,1.7173707884997147,2,2
171,63,58,10,0.9790869301586189,-2,-3
172,63,53,10,-0.9371519134608775,0,-5
173,62,49,10,0.379014759636936,-1,-4
174,64,54,10,-1.6329825261458804,2,5
175,66,55,10,2.5115146881266437,2,1
176,65,59,10,-1.6218772237690278,-1,4
177,63,62,10,0.5824643929493714,-2,3
178,64,61,10,-0.9449797675389251,1,-1
179,62,66,10,0.9208610971546234,-2,5
180,60,62,10,-2.2453640547216978,-2,-4
181,59,63,10,-0.10274237655256524,-1,1
182,61,59,10,3.628142002163446,2,-4
183,60,62,10,-3.0382861856679226,-1,3
184,58,58,10,1.6172371241733852,-2,-4
185,59,53,10,0.9799831805389729,1,-5
186,60,48,10,-2.5768973952234124,1,-5
187,58,49,10,2.074255192560977,-2,1
188,59,51,10,-1.7362384476675432,1,2
189,59,52,10,-1.3136013855442012,0,1
190,58,51,10,1.9368636756305742,-1,-1
191,57,51,10,-1.6875535510869406,-1,0
192,57,47,10,2.77018892707084,0,-4
193,55,50,10,-2.5201683333189377,-2,3
194,54,47,10,-0.024769865028738458,-1,-3
195,54,49,10,-0.32141398310732083,0,2
196,55,53,10,2.5637201907269955,1,4
197,56,49,10,0.3970409500740071,1,-4
198,57,46,10,-2.2459140367565484,1,-3
199,59,44,10,0.3485407506915649,2,-2
200,59,44,10,-1.5666483224810661,0,0
201,60,47,10,2.0984220562084563,1,3
202,59,43,10,2.245055575945454,-1,-4
203,58,39,10,-1.77496842922582,-1,-4
204,58,43,10,1.9660438640074682,0,4
205,59,47,10,-1.3798059919915995,1,4
206,58,47,10,0.43367705776279597,-1,0
207,59,49,10,-2.7514968152683656,1,2
208,59,51,10,0.6774374605861535,0,2
209,57,51,10,0.05471031448500602,-2,0
210,56,49,10,2.2438798732271734,-1,-2
211,58,44,10,0.43833014498472367,2,-5
212,56,48,10,-2.172149947450734,-2,4
213,55,47,10,1.3196982782631252,-1,-1
214,54,49,10,-0.9350325605725668,-1,2
215,55,54,10,-2.006238402702255,1,5
216,53,58,10,0.7229297793751441,-2,4
217,54,58,10,3.4809008321493553,1,0
218,53,58,10,-1.3011061191114397,-1,0
219,53,58,10,-1.969806080076613,0,0
220,55,60,10,-2.1444092287127594,2,2
221,54,56,10,5.194829921486635,-1,-4
222,56,56,10,-2.4345244010032587,2,0
223,58,60,10,-0.18600503253805903,2,4
224,58,62,10,1.8736463747504404,0,2
225,57,64,10,-1.199161476068729,-1,2
226,59,69,10,2.389707067347428,2,5
227,60,67,10,-1.8881486694122225,1,-2
228,62,64,10,-1.0789533737134986,2,-3
229,61,64,10,2.0491421705429764,-1,0
230,59,67,10,-2.7449887949496543,-2,3
231,60,68,10,1.7577899152954455,1,1
232,58,67,10,-0.5786237720048932,-2,-1
233,58,70,10,2.1678762620430474,0,3
234,57,68,10,-3.433290584722088,-1,-2
235,58,73,10,-0.061898058128114775,1,5
236,58,69,10,1.2228837146849378,0,-4
237,57,66,10,-1.791507652060913,-1,-3
238,56,70,10,3.3656112744086775,-1,4
239,57,68,10,-0.7759758821977112,1,-2
240,58,67,10,0.8159986615792159,1,-1
241,59,72,10,0.9126106055592236,1,5
242,61,69,10,-2.111420485426439,2,-3
243,59,69,10,0.7264847347488576,-2,0
244,61,68,10,-3.117621472410394,2,-1
245,61,64,10,1.4336593651206744,0,-4
246,61,66,10,2.9042748684053783,0,2
247,61,71,10,-0.7472710198909169,0,5
248,62,72,10,0.7166044378118506,1,1
249,60,72,10,-2.1497476335757275,-2,0
250,62,67,10,-1.126818569938289,2,-5
251,63,69,10,2.9471951702245915,1,2
252,65,65,10,-1.882338967276205,2,-4
253,66,66,10,-1.1520699050346428,1,1
254,65,61,10,-1.83209911175397,-1,-5
255,64,58,10,2.8515191444465993,-1,-3
256,64,57,10,-0.28348103742231917,0,-1
257,62,53,10,-1.2016380088821952,-2,-4
258,63,53,10,0.6924013036138096,1,0
259,64,50,10,0.8175119089928529,1,-3
260,66,48,10,-1.607511635513822,2,-2
261,65,49,10,3.447276553262332,-1,1
262,65,53,10,-2.558781062960672,0,4
263,66,54,10,1.8516322908923506,1,1
264,68,59,10,-2.07487992090019,2,5
265,69,57,10,1.557471633497653,1,-2
266,71,52,10,-1.4004489375911975,2,-5
267,72,55,10,1.6886620532261625,1,3
268,71,56,10,0.0313813871679125,-1,1
269,72,56,10,1.7473411427451464,1,0
270,74,52,10,-2.482173359971847,2,-4
271,72,50,10,0.6646878945198003,-2,-2
272,71,53,10,-1.0535667451155613,-1,3
273,71,55,10,0.8220206925600061,0,2
274,69,51,10,-1.9043294759720164,-2,-4
275,67,56,10,0.984384370259619,-2,5
276,65,55,10,-0.24435537984672406,-2,-1
277,63,60,10,3.001171405521645,-2,5
278,65,57,10,-4.028257057512906,2,-3
279,63,58,10,2.8502508384608,-2,1
280,65,56,10,-0.45481099122335444,2,-2
281,67,52,10,-2.1442739079598905,2,-4
282,66,49,10,1.3733005660689748,-1,-3
283,68,52,10,0.3422345884948875,2,3
284,70,56,10,1.1040342741887519,2,4
285,68,55,10,-1.2815429338913975,-2,-1
286,70,58,10,-0.7845163475409923,2,3
287,71,54,10,0.9472577295109977,1,-4
288,70,51,10,0.24064578302424133,-1,-3
289,70,48,10,0.603502087865937,0,-3
290,71,47,10,1.4333879940842682,1,-1
291,73,42,10,-2.438170010505405,2,-5
292,71,40,10,-0.7837245564060024,-2,-2
293,72,43,10,0.2794708697184863,1,3
294,74,45,10,0.6722184686304274,2,2
295,75,42,10,-1.2692293453093897,1,-3
296,74,47,10,-0.7596586945106616,-1,5
297,72,48,10,0.2215495121239045,-2,1
298,71,51,10,1.9424920042832263,-1,3
299,70,56,10,-0.14532500953549798,-1,5
300,72,51,10,-1.1273827916055146,2,-5
301,72,54,10,2.8350844570686404,0,3
302,74,55,10,-2.5916462399573743,2,1
303,72,59,10,1.6372743216669516,-2,4
304,72,55,10,-1.8444108954342375,0,-4
305,74,52,10,1.1503751620126286,2,-3
306,72,47,10,2.1865606369774904,-2,-5
307,72,52,10,-2.61330943837139,0,5
308,70,47,10,-2.1334825453916015,-2,-5
309,72,50,10,1.8197788483543158,2,3
310,73,48,10,0.3459286559855678,1,-2
311,73,45,10,1.5537267329063613,0,-3
312,71,46,10,-1.248266679030212,-2,1
313,72,48,10,-0.775254602742683,1,2
314,71,52,10,0.4812111583397286,-1,4
315,72,49,10,1.5269240584133517,1,-3
316,73,54,10,-2.8184653970429423,1,5
317,73,59,10,2.8638614041120087,0,5
318,74,58,10,-1.9273644722869039,1,-1
319,74,63,10,1.3044621065069664,0,5
320,76,64,10,0.283009164098349,2,1
321,78,67,10,-0.5726912453774986,2,3
322,78,65,10,-1.1675778176637892,0,-2
323,78,70,10,0.7814494162510085,0,5
324,80,72,10,0.19426678986618628,2,2
325,79,69,10,-0.2953041616368487,-1,-3
326,79,69,10,-0.19008879962460346,0,0
327,78,70,10,1.2444029182173701,-1,1
328,77,73,10,-1.533593529477568,-1,3
329,76,76,10,0.5175750112644242,-1,3
330,77,73,10,3.67459821513929,1,-3
331,79,77,10,-1.9478973585171824,2,4
332,79,72,10,-1.0373545362364838,0,-5
333,77,71,10,1.1534730847819232,-2,-1
334,76,67,10,-1.8442358426631222,-1,-4
335,74,64,10,1.9963551984757038,-2,-3
336,72,66,10,-2.483349933723969,-2,2
337,72,63,10,1.1272505748188844,0,-3
338,73,64,10,-0.44966044035263164,1,1
339,74,69,10,0.12490448314971059,1,5
340,74,73,10,1.1422035489970104,0,4
341,75,77,10,-0.4435380561419391,1,4
342,73,81,10,-2.0707998239597427,-2,4
343,75,84,10,0.12304391583160401,2,3
344,75,83,10,0.19872024523131274,0,-1
345,75,80,10,0.6562833203975165,0,-3
346,76,77,10,-0.8365190948395096,1,-3
347,75,80,10,2.6228679374425887,-1,3
348,76,78,10,0.035104320582767023,1,-2
349,78,79,10,-1.8488607018571124,2,1
350,78,82,10,-0.0028235720480966897,0,3
351,76,82,10,-0.4651564550726389,-2,0
352,76,82,10,0.7841260773640775,0,0
353,76,86,10,0.09651284261256265,0,4
354,77,81,10,-0.49171701122044387,1,-5
355,75,82,10,1.9573619838596918,-2,1
356,74,79,10,-2.079581094470764,-1,-3
357,73,84,10,1.8406392401335112,-1,5
358,73,84,10,-2.012223200769113,0,0
359,74,80,10,0.18158769715013062,1,-4
360,75,77,10,0.7031905476072997,1,-3
361,77,72,10,1.1733910011647382,2,-5
362,78,69,10,-0.9039196791299426,1,-3
363,78,66,10,-0.33912037585702315,0,-3
364,80,64,10,1.856550943275487,2,-2
365,80,59,10,-2.685254852791679,0,-5
366,81,54,10,-0.27600406686191786,1,-5
367,83,54,10,1.1327124119691032,2,0
368,84,56,10,0.5501226941328248,1,2
369,82,53,10,1.0034955589262478,-2,-3
370,81,50,10,-1.8428252468855137,-1,-3
371,81,48,10,-3.0159944775235883,0,-2
372,82,47,10,3.358944005934691,1,-1
373,82,48,10,-0.7647086693997731,0,1
374,80,50,10,1.2122492462032168,-2,2
375,81,53,10,-2.2108964881712962,1,3
376,82,54,10,2.7291734300752095,1,1
377,80,50,10,-2.657535788096154,-2,-4
378,78,51,10,1.2442763967791404,-2,1
379,76,47,10,0.15469781906482272,-2,-4
380,78,49,10,-0.8085821524998964,2,2
381,80,46,10,0.9337911463419759,2,-3
382,80,47,10,-1.2875236145149218,0,1
383,78,50,10,0.26712359297500965,-2,3
384,79,55,10,-0.2950178150394406,1,5
385,77,55,10,0.3228045787794077,-2,0
386,75,58,10,0.16121365886811065,-2,3
387,74,58,10,1.612660661197337,-1,0
388,72,58,10,1.0537361038787756,-2,0
389,73,55,10,-2.7691210471045853,1,-3
390,75,57,10,0.3336442442117294,2,2
391,77,52,10,1.6565962558433278,2,-5
392,76,50,10,-1.4352476221454078,-1,-2
393,78,46,10,1.497587929665203,2,-4
394,79,44,10,-0.7393947694793566,1,-2
395,80,44,10,0.7269567410993649,1,0
396,81,46,10,0.14785455935014946,1,2
397,79,47,10,-1.8768570470590982,-2,1
398,79,46,10,0.4520678955450315,0,-1
399,78,47,10,-2.2452434501806824,-1,1
400,77,52,10,2.9669479436010446,-1,5
401,79,51,10,-0.3758696307849916,2,-1
402,81,51,10,-0.3009345761823171,2,0
403,79,47,10,-3.236754582799309,-2,-4
404,78,45,10,0.7843449854699371,-1,-2
405,76,50,10,0.8500015262451492,-2,5
406,78,55,10,0.6225821296110534,2,5
407,80,55,10,-1.8329296635440675,2,0
408,82,52,10,1.4828569962367233,2,-3
409,82,49,10,2.0128454172364805,0,-3
410,80,50,10,0.19177159765913365,-2,1
411,78,49,10,-2.3393030204716796,-2,-1
412,77,52,10,1.664823880702348,-1,3
413,77,55,10,-0.5178260977787394,0,3
414,76,52,10,0.4213319195248424,-1,-3
415,75,57,10,-1.6837046912093458,-1,5
416,75,56,10,0.9377422234274329,0,-1
417,77,51,10,0.8948296985073423,2,-5
418,77,54,10,-0.23653371618869223,0,3
419,75,56,10,2.872237878574208,-2,2
420,77,54,10,-3.0305627717470163,2,-2
421,76,52,10,0.8991532183548553,-1,-2
422,75,57,10,-0.7726595655074023,-1,5
423,74,57,10,-2.2622230016464826,-1,0
424,72,61,10,2.18026428984619,-2,4
425,74,56,10,-1.8022888317739094,2,-5
426,75,61,10,2.9355043826110045,1,5
427,76,62,10,-0.9627275769490791,1,1
428,76,59,10,1.143484622981689,0,-3
429,77,57,10,-1.794368687097724,1,-2
430,79,53,10,0.04848440115742447,2,-4
431,79,57,10,-0.1353488185119421,0,4
432,80,59,10,0.95259084947304,1,2
433,78,57,10,-0.13035192185111177,-2,-2
434,76,54,10,0.39925784170083367,-2,-3
435,75,50,10,-0.6129433311586174,-1,-4
436,76,45,10,-0.7602093878881829,1,-5
437,78,41,10,1.4035296129579844,2,-4
438,78,36,10,-2.4437614195404542,0,-5
439,78,37,10,2.882164917025841,0,1
440,77,37,10,-2.640806315441165,-1,0
441,77,42,10,1.0524570985689934,0,5
442,76,44,10,0.9060185593150176,-1,2
443,74,43,10,-0.3898991258431259,-2,-1
444,74,42,10,-1.9405687081980845,0,-1
445,74,46,10,1.8847023483194834,0,4
446,76,48,10,-0.648069361002573,2,2
447,76,49,10,2.3471851823590693,0,1
448,78,50,10,-0.2833366934706625,2,1
449,80,48,10,-0.4040479303579545,2,-2
450,82,46,10,-1.4419621185791716,2,-2
451,80,51,10,-0.5705340655520261,-2,5
452,79,52,10,1.4783348783682553,-1,1
453,78,53,10,-1.5979907640503883,-1,1
454,77,52,10,2.143709348219452,-1,-1
455,78,50,10,1.9767528717749254,1,-2
456,78,53,10,-4.061511937668309,0,3
457,79,55,10,1.2923678967627408,1,2
458,81,54,10,-0.732436275249372,2,-1
459,80,58,10,1.68185572969346,-1,4
460,81,63,10,-2.2412144920614034,1,5
461,81,67,10,1.1619982796815207,0,4
462,81,71,10,-0.20670956187387157,0,4
463,81,75,10,-0.08613078738648339,0,4
464,80,72,10,0.7316023978446201,-1,-3
465,79,70,10,0.7670798949337738,-1,-2
466,78,74,10,-1.9312667613071308,-1,4
467,77,71,10,2.2287771295671197,-1,-3
468,77,71,10,-1.4565784050081447,0,0
469,75,66,10,-3.67180127386738,-2,-5
470,75,70,10,5.092125603408995,0,4
471,77,69,10,-1.8869667443747533,2,-1
472,76,69,10,1.3148449622366318,-1,0
473,74,68,10,0.03526412814713065,-2,-1
474,73,67,10,1.7783485012596258,-1,-1
475,73,64,10,-3.562769802147091,0,-3
476,74,68,10,0.689388794623101,1,4
477,73,65,10,1.6327359546092053,-1,-3
478,74,63,10,-2.049780928400462,1,-2
479,75,63,10,-0.7317182018419939,1,0
480,73,66,10,2.5066692357123657,-2,3
481,72,70,10,-1.959063147172755,-1,4
482,73,73,10,-0.2683382458191691,1,3
483,73,69,10,1.0753127052678941,0,-4
484,75,68,10,-0.8280086130315976,2,-1
485,74,72,10,1.945736773349014,-1,4
486,75,71,10,-0.12420423670675618,1,-1
487,75,68,10,-0.4137064086687998,0,-3
488,77,70,10,-1.3376208497334956,2,2
489,76,67,10,1.434607645975503,-1,-3
490,77,63,10,-0.9159277195844379,1,-4
491,78,61,10,-1.6670821258053214,1,-2
492,80,61,10,1.795682449235585,2,0
493,82,60,10,-0.603794073056906,2,-1
494,83,56,10,1.5042310811384059,1,-4
495,84,53,10,-1.756343236089669,1,-3
496,86,54,10,-1.00384025898935,2,1
497,88,59,10,2.411608641993678,2,5
498,90,57,10,0.16934900156475763,2,-2
499,90,60,10,-2.3897244238815656,0,3
500,88,57,10,1.4357616550897476,-2,-3
501,86,62,10,1.3521261894726724,-2,5
502,85,63,10,0.3974472097282502,-1,1
503,87,62,10,-0.47358420269626444,2,-1
504,89,65,10,0.26003647621023207,2,3
505,87,64,10,-1.108657103080128,-2,-1
506,89,67,10,0.07859688396173004,2,3
507,90,70,10,0.2049381285308891,1,3
508,91,72,10,-1.3478227833451661,1,2
509,91,75,10,2.16635620559973,0,3
510,93,80,10,2.687281990954604,2,5
511,92,85,10,-2.8448253172912668,-1,5
512,94,89,10,-1.4928186456882748,2,4
513,95,91,10,-0.01200075095753822,1,2
514,93,86,10,2.039057184896957,-2,-5
515,93,81,10,-0.5683541994365509,0,-5
516,93,79,10,-0.9801490221774467,0,-2
517,95,76,10,0.9113903403261987,2,-3
518,93,76,10,-2.211265049874592,-2,0
519,91,76,10,1.6643901479615035,-2,0
520,92,79,10,0.17218165509871208,1,3
521,93,79,10,2.78729460581138,1,0
522,93,77,10,-1.5089809377191887,0,-2
523,95,75,10,1.1834171423301099,2,-2
524,94,75,10,-1.0735364532029266,-1,0
525,92,74,10,-1.892457400734642,-2,-1
526,94,76,10,-1.8831470254121925,2,2
527,93,71,10,2.535782523365829,-1,-5
528,95,70,10,0.9956037055082971,2,-1
529,93,75,10,-1.8800928255612455,-2,5
530,91,73,10,0.9663151026091964,-2,-2
531,91,69,10,0.2067992546250006,0,-4
532,91,73,10,-0.5773350439941822,0,4
533,93,69,10,-1.5960035355571782,2,-4
534,95,69,10,0.5266661050769676,2,0
535,96,68,10,3.9699195684622297,1,-1
536,95,72,10,-0.7006408450798038,-1,4
537,96,77,10,-1.8639637794835,1,5
538,95,81,10,0.09176917487628167,-1,4
539,97,77,10,-1.1855698465046143,2,-4
540,99,79,10,1.5593582927052119,2,2
541,98,83,10,-1.07967967437951,-1,4
542,98,83,10,1.2780649940658622,0,0
543,99,83,10,-0.9178974618600266,1,0
544,98,82,10,-0.3269261280202418,-1,-1
545,98,84,10,2.7530288798963767,0,2
546,98,80,10,-3.5910405114752293,0,-4
547,99,77,10,0.0689799607248317,1,-3
548,100,76,10,-0.3894731710086976,1,-1
549,101,78,10,0.3898710764611917,1,2
550,101,82,10,3.737211867339634,0,4
551,101,84,10,-2.666211602433471,0,2
552,102,85,10,1.9364318371199816,1,1
553,104,82,10,-1.2402279117890398,2,-3
554,103,83,10,-0.8127177651572914,-1,1
555,101,88,10,0.9775482575318781,-2,5
556,102,85,10,1.3104723271576795,1,-3
557,102,83,10,-3.9468652173987606,0,-2
558,103,85,10,3.9563086208639175,1,2
559,103,90,10,-0.3896441906562145,0,5
560,104,86,10,-1.7662578691412805,1,-4
561,106,90,10,0.6925369961989463,2,4
562,107,88,10,0.36807548332521556,1,-2
563,105,85,10,-0.7570758346446744,-2,-3
564,106,84,10,2.6045234421370393,1,-1
565,104,89,10,-2.767667613247294,-2,5
566,106,92,10,1.2145028059946208,2,3
567,104,92,10,-2.3629591031256316,-2,0
568,106,87,10,1.2249658989596999,2,-5
569,104,84,10,1.5089299226819919,-2,-3
570,106,82,10,-0.5454407868000719,2,-2
571,104,77,10,-1.2790358950008365,-2,-5
572,103,78,10,0.8060546752326965,-1,1
573,101,79,10,-1.0239749668736047,-2,1
574,103,83,10,0.8255832650733848,2,4
575,102,84,10,-1.032687833253247,-1,1
576,100,82,10,1.1553067329934346,-2,-2
577,101,80,10,1.292386595633067,1,-2
578,100,85,10,-2.7563901206123287,-1,5
579,98,88,10,1.6412372038404828,-2,3
580,97,92,10,-1.0668955848447779,-1,4
581,96,92,10,1.126827046356348,-1,0
582,94,95,10,-0.9504332523323797,-2,3
583,93,97,10,0.6365653819119186,-1,2
584,93,97,10,-0.3986243314559026,0,0
585,91,100,10,-0.1116776571414646,-2,3
586,90,95,10,0.7677256548181655,-1,-5
587,89,95,10,-0.46252950205320853,-1,0
588,88,100,10,0.32849576421261584,-1,5
589,89,103,10,0.05132092689448786,1,3
590,90,100,10,0.17929929880425055,1,-3
591,89,98,10,-0.10667432528036613,-1,-2
592,87,101,10,1.2285629653199792,-2,3
593,87,104,10,-2.556859100087232,0,3
594,86,100,10,0.08247780215738365,-1,-4
595,87,97,10,-0.24043659943947504,1,-3
596,88,100,10,-0.08242806579302298,1,3
597,88,99,10,1.9127889859221878,0,-1
598,88,94,10,0.39199144498715865,0,-5
599,87,89,10,-3.327997318287415,-1,-5
600,87,90,10,3.143496480707465,0,1
601,87,86,10,-3.043351909802097,0,-4
602,85,83,10,1.9916385452828895,-2,-3
603,83,79,10,-0.3111543831278363,-2,-4
604,84,74,10,0.6194742827970663,1,-5
605,85,79,10,0.7563679904556511,1,5
606,86,84,10,-0.5016348882260693,1,5
607,86,85,10,-2.865205961941756,0,1
608,86,89,10,1.205185555569798,0,4
609,86,94,10,2.255759317641461,0,5
610,88,94,10,-0.8258237721391466,2,0
611,88,98,10,-0.6303078749697135,0,4
612,86,99,10,-0.8593970708589291,-2,1
613,86,98,10,2.6982611752374965,0,-1
614,84,94,10,-1.0515710305030677,-2,-4
615,82,96,10,-1.881123806686267,-2,2
616,80,101,10,-0.49697898521916106,-2,5
617,80,99,10,1.1949225149870248,0,-2
618,80,100,10,1.513963275948708,0,1
619,80,101,10,1.0456940724713828,0,1
620,81,97,10,-1.1087460439808452,1,-4
621,83,99,10,1.1264118255255107,2,2
622,81,96,10,-3.142611333373052,-2,-3
623,83,96,10,2.464525964609867,2,0
624,82,95,10,-2.2577971438431605,-1,-1
625,84,91,10,-0.13830173229805037,2,-4
626,85,92,10,1.569458817551426,1,1
627,87,88,10,2.0652344150917417,2,-4
628,88,89,10,-3.553968108185815,1,1
629,88,85,10,2.156158954165419,0,-4
630,87,88,10,0.5942955244847705,-1,3
631,86,90,10,-1.5132232264806347,-1,2
